City,Year,Month_Num,Month,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Bangalore,2015,1,January,262.7064516129032,252.2516129032258,96.3225806451613,80.15483870967742,122.54838709677419,23.01290322580645,5.194516129032258,49.10645161290322,100.43225806451613,9.212580645161289,16.816451612903226,5.7380645161290325,249.0225806451613
Bangalore,2015,2,February,274.125,308.3357142857143,96.07142857142857,77.42142857142858,118.84642857142856,24.24642857142857,4.3967857142857145,48.857142857142854,86.36428571428571,11.120714285714286,16.316785714285714,4.495,236.50357142857143
Bangalore,2015,3,March,215.9741935483871,337.14838709677423,93.38064516129033,80.57741935483871,124.50645161290322,24.67096774193548,5.093548387096774,44.906451612903226,107.44193548387096,11.890322580645162,14.126451612903226,3.838709677419355,246.6290322580645
Bangalore,2015,4,April,246.7,298.30333333333334,103.63333333333334,72.28,139.88,23.89333333333333,5.499333333333334,46.29333333333333,88.13666666666667,7.796666666666667,19.699666666666666,5.185333333333333,246.72
Bangalore,2015,5,May,259.23225806451615,330.11290322580646,90.4258064516129,90.75483870967743,129.25806451612902,32.54838709677419,4.18741935483871,47.167741935483875,102.70645161290322,9.591290322580644,14.829677419354839,5.539354838709677,249.0774193548387
Bangalore,2015,6,June,282.9166666666667,315.03,72.24333333333334,74.78,136.67000000000002,30.02,5.381666666666666,60.443333333333335,94.67333333333333,8.124333333333333,13.281,5.426,244.40666666666667
Bangalore,2015,7,July,223.09677419354838,291.6,108.09032258064516,64.1741935483871,117.30967741935484,26.990322580645163,5.491935483870968,51.222580645161294,90.51290322580645,10.576774193548387,16.03290322580645,5.209677419354839,202.29032258064515
Bangalore,2015,8,August,261.52258064516127,364.65161290322584,84.6032258064516,72.18387096774192,145.7935483870968,28.87741935483871,4.653225806451613,46.067741935483866,95.28064516129032,9.788387096774194,16.11258064516129,4.7545161290322575,271.4032258064516
Bangalore,2015,9,September,227.18333333333334,329.8066666666667,108.23666666666666,65.87333333333333,86.48333333333333,26.996666666666666,4.515333333333333,51.720000000000006,103.27,9.897333333333334,13.826666666666666,5.182,229.71
Bangalore,2015,10,October,248.48387096774192,261.47419354838706,104.3483870967742,75.46774193548387,137.49677419354836,29.212903225806453,5.517741935483872,43.26451612903226,85.9,11.288387096774194,17.438064516129035,4.2700000000000005,196.44516129032257
Bangalore,2015,11,November,222.09666666666666,308.42333333333335,95.11333333333333,68.35,137.11666666666667,27.646666666666665,3.6003333333333334,49.64,106.77333333333333,10.919666666666668,14.727666666666666,4.555000000000001,285.99666666666667
Bangalore,2015,12,December,302.5774193548387,320.95806451612907,75.49032258064516,68.4483870967742,142.55161290322582,25.809677419354838,4.7861290322580645,53.50322580645161,111.52580645161291,10.536774193548387,16.299032258064514,5.4719354838709675,288.2064516129032
Bangalore,2016,1,January,222.28709677419354,312.95806451612907,112.98387096774194,79.02903225806452,133.13548387096773,25.52258064516129,5.554193548387097,37.458064516129035,120.3258064516129,8.800645161290323,13.683548387096774,5.184193548387097,254.8290322580645
Bangalore,2016,2,February,263.15862068965515,279.2413793103448,110.83103448275861,58.5896551724138,115.92758620689655,24.858620689655172,4.915172413793103,46.97931034482759,107.75172413793103,7.72551724137931,16.014137931034483,4.613793103448276,229.64827586206897
Bangalore,2016,3,March,222.88064516129032,293.9129032258064,92.3258064516129,87.36451612903227,107.57741935483871,26.112903225806452,5.239677419354839,54.00645161290323,106.63225806451612,11.585483870967742,15.373548387096774,4.860322580645162,263.65483870967745
Bangalore,2016,4,April,266.9166666666667,250.13,93.14666666666668,59.529999999999994,128.15333333333334,21.236666666666668,5.534000000000001,56.56666666666667,109.75666666666667,9.22,13.993666666666666,5.510666666666666,258.0566666666667
Bangalore,2016,5,May,237.23870967741934,308.19032258064516,94.48387096774194,57.403225806451616,132.1516129032258,22.538709677419355,5.081612903225807,45.900000000000006,98.78064516129032,9.260645161290322,13.521935483870967,4.389677419354838,304.1258064516129
Bangalore,2016,6,June,263.05,348.57,114.91666666666667,86.01666666666667,129.60666666666665,23.60666666666667,5.736000000000001,47.080000000000005,101.3,9.180333333333333,17.28966666666667,5.325,298.0733333333334
Bangalore,2016,7,July,247.23870967741934,275.741935483871,97.39032258064516,85.41290322580646,145.78709677419354,24.019354838709678,4.806451612903226,56.24516129032258,90.44193548387096,11.086774193548386,13.99,5.122258064516129,289.0290322580645
Bangalore,2016,8,August,262.94193548387096,312.14838709677423,101.07741935483871,70.78709677419356,157.9322580645161,28.72258064516129,5.96,46.76129032258064,95.6741935483871,10.69741935483871,15.006451612903225,5.0764516129032256,261.65483870967745
Bangalore,2016,9,September,194.24666666666664,254.76333333333332,91.66333333333334,80.32666666666667,129.57333333333332,22.153333333333332,5.248333333333333,54.65333333333333,85.81333333333333,6.650666666666666,13.401666666666667,5.037999999999999,253.94
Bangalore,2016,10,October,253.0258064516129,317.4451612903226,104.97741935483872,80.3741935483871,109.25483870967743,24.05483870967742,5.278709677419355,43.12903225806452,98.21290322580644,10.314193548387097,16.45258064516129,4.86,242.75806451612902
Bangalore,2016,11,November,257.25666666666666,303.22666666666663,105.86666666666666,56.78,103.96666666666667,21.14,5.309666666666667,52.54333333333333,93.55666666666666,10.287333333333333,17.406333333333336,5.298666666666667,217.73999999999998
Bangalore,2016,12,December,240.51290322580644,309.9741935483871,77.49677419354839,74.42258064516129,125.3741935483871,25.61935483870968,4.659354838709677,48.82258064516129,96.2709677419355,10.866451612903226,16.330967741935485,3.6564516129032256,232.66451612903228
Bangalore,2017,1,January,256.36451612903227,342.21935483870965,67.64838709677419,76.04193548387097,119.6774193548387,28.07741935483871,4.824838709677419,61.877419354838715,95.1741935483871,9.020645161290322,15.619677419354838,5.936129032258065,238.71935483870968
Bangalore,2017,2,February,258.2214285714286,303.21785714285716,108.73571428571428,60.464285714285715,125.77142857142857,30.107142857142858,5.0303571428571425,44.160714285714285,96.46071428571429,10.200714285714286,15.533928571428572,5.090714285714285,156.96785714285716
Bangalore,2017,3,March,244.89999999999998,238.9322580645161,94.93225806451613,69.80645161290323,117.23225806451612,23.81935483870968,5.452903225806451,51.46451612903226,98.20322580645161,9.94258064516129,13.204193548387096,4.432903225806451,279.9548387096774
Bangalore,2017,4,April,216.61,319.68666666666667,107.21000000000001,81.74666666666667,124.06,25.436666666666667,5.753666666666667,44.75333333333333,95.67,10.157666666666668,14.847666666666667,6.263,222.06333333333333
Bangalore,2017,5,May,295.8774193548387,343.19354838709677,92.80645161290323,76.78709677419356,129.34516129032258,30.370967741935484,5.320967741935483,48.0258064516129,86.43870967741935,9.638387096774194,12.5,5.347741935483871,207.79677419354837
Bangalore,2017,6,June,279.72999999999996,301.7066666666667,90.79333333333334,66.28333333333333,126.55666666666666,28.040000000000003,5.008333333333334,49.1,107.11999999999999,12.098666666666666,15.168000000000001,4.321333333333333,303.97999999999996
Bangalore,2017,7,July,256.9225806451613,296.31612903225806,94.49032258064517,80.54193548387097,143.89999999999998,23.96451612903226,5.849354838709678,48.564516129032256,99.92903225806452,10.16483870967742,17.739677419354837,5.39741935483871,252.16129032258064
Bangalore,2017,8,August,243.3774193548387,266.16129032258067,93.14516129032258,67.17096774193548,131.91290322580645,24.212903225806453,4.466129032258064,46.170967741935485,97.08709677419354,8.991290322580646,17.792258064516126,5.788709677419354,277.61290322580646
Bangalore,2017,9,September,229.11,267.97,92.23,76.78,137.15666666666667,23.763333333333332,4.756333333333333,47.059999999999995,82.32333333333332,12.859333333333332,14.834,4.482,230.35
Bangalore,2017,10,October,265.9129032258064,287.9741935483871,102.57096774193548,67.01612903225806,133.18709677419355,22.4,5.4319354838709675,53.71612903225807,108.16451612903225,10.461290322580645,12.495483870967742,4.381612903225807,217.92903225806452
Bangalore,2017,11,November,229.04666666666665,320.60333333333335,103.11333333333333,68.99333333333334,92.77666666666667,28.253333333333334,5.587000000000001,48.38,93.52,10.788666666666666,14.947333333333335,4.4383333333333335,219.1533333333333
Bangalore,2017,12,December,244.82258064516128,315.3709677419355,109.75161290322579,74.13225806451612,150.8548387096774,27.490322580645163,4.9558064516129035,61.32258064516129,106.49677419354839,9.364516129032259,17.207419354838713,5.159032258064516,261.55806451612904
Bangalore,2018,1,January,209.7064516129032,298.6290322580645,99.94516129032259,62.06129032258064,128.18709677419355,28.496774193548386,5.396451612903226,50.79032258064516,89.03548387096774,9.833225806451612,14.341290322580644,4.321290322580645,222.958064516129
Bangalore,2018,2,February,247.01785714285714,205.84285714285716,96.19642857142857,84.175,102.79285714285713,28.939285714285713,4.543571428571428,49.31071428571429,104.81428571428572,9.049642857142858,18.110714285714288,5.352142857142858,233.65714285714287
Bangalore,2018,3,March,251.22903225806454,274.3354838709677,83.98387096774194,54.70967741935484,119.05806451612904,22.46451612903226,5.113548387096775,53.71935483870968,105.78709677419356,9.768387096774193,13.777096774193547,5.07258064516129,254.24193548387098
Bangalore,2018,4,April,251.39333333333335,366.7866666666667,84.90333333333334,85.97666666666667,129.89666666666668,26.326666666666664,5.87,60.10333333333333,104.36999999999999,11.099,13.595333333333334,3.7023333333333333,258.7033333333333
Bangalore,2018,5,May,293.63870967741934,297.0290322580645,111.73225806451612,73.86451612903227,120.30967741935484,24.387096774193548,5.435483870967742,51.42258064516129,91.58387096774193,9.662258064516129,16.39774193548387,5.238709677419355,227.6516129032258
Bangalore,2018,6,June,284.5733333333334,269.33,98.77333333333333,70.84333333333333,134.98,20.709999999999997,5.457333333333334,56.656666666666666,105.68666666666667,11.228666666666667,14.333666666666666,4.580666666666667,270.45666666666665
Bangalore,2018,7,July,274.5032258064516,294.2516129032258,109.80000000000001,76.8967741935484,142.20967741935485,22.080645161290324,4.438064516129033,38.358064516129026,102.17096774193548,8.372903225806452,14.615806451612903,4.3432258064516125,206.7064516129032
Bangalore,2018,8,August,255.82580645161292,323.9451612903226,124.64516129032258,74.50322580645161,115.19354838709677,23.69677419354839,5.301612903225807,45.03548387096774,102.75161290322582,10.02290322580645,18.166451612903224,4.66258064516129,222.67741935483872
Bangalore,2018,9,September,220.86333333333332,214.42999999999998,110.04666666666667,74.76666666666667,123.49666666666667,21.823333333333334,5.250333333333333,53.71666666666667,102.81666666666666,12.407333333333334,16.012999999999998,5.163333333333333,257.5466666666667
Bangalore,2018,10,October,236.0677419354839,320.20000000000005,109.59032258064516,78.36774193548388,142.50322580645164,24.229032258064517,5.428064516129033,60.145161290322584,92.53225806451613,9.231290322580646,14.990322580645161,5.241612903225807,211.01290322580644
Bangalore,2018,11,November,267.3233333333333,340.14000000000004,93.19,73.72333333333333,127.72,26.886666666666667,5.548,51.84,95.49,11.655666666666667,12.451666666666666,5.260999999999999,264.85
Bangalore,2018,12,December,219.41935483870967,276.14193548387095,83.70645161290322,86.24838709677418,99.2258064516129,17.845161290322583,4.693225806451613,53.170967741935485,89.61935483870967,12.439354838709678,14.274838709677418,4.418709677419354,252.27096774193546
Bangalore,2019,1,January,236.9483870967742,307.6967741935484,94.64193548387097,69.59032258064516,112.74838709677418,27.27741935483871,5.522258064516129,53.61290322580645,82.74516129032257,8.693225806451613,14.233870967741936,5.266451612903226,278.5870967741936
Bangalore,2019,2,February,242.09642857142856,297.76785714285717,108.92857142857143,84.69642857142857,120.83928571428571,30.571428571428573,5.4192857142857145,45.63214285714286,111.4392857142857,10.078928571428571,15.48857142857143,5.513928571428571,248.71785714285716
Bangalore,2019,3,March,237.8548387096774,193.2774193548387,106.58387096774193,70.73225806451612,164.2225806451613,26.14516129032258,5.049354838709678,57.096774193548384,81.24838709677418,11.311935483870968,16.23774193548387,5.462903225806452,261.83870967741933
Bangalore,2019,4,April,233.34666666666666,312.75,96.48333333333333,70.50333333333333,117.02333333333333,23.57,4.507666666666666,51.44666666666667,113.00333333333333,10.416,12.914333333333333,4.433666666666666,246.75666666666666
Bangalore,2019,5,May,263.88709677419354,252.43548387096774,95.04516129032258,75.99677419354839,133.81935483870967,24.6,5.386451612903225,48.0,98.55806451612904,8.95741935483871,15.26290322580645,3.8567741935483872,221.3709677419355
Bangalore,2019,6,June,225.01666666666668,389.9433333333333,117.51,67.71333333333334,129.19666666666666,27.323333333333334,4.961,54.66,98.58999999999999,10.099666666666668,17.204,5.717666666666667,250.87666666666667
Bangalore,2019,7,July,249.93870967741935,310.23870967741937,106.69354838709677,65.85483870967742,123.56129032258065,27.20967741935484,6.315806451612903,55.41290322580645,86.08064516129032,8.043548387096774,14.96967741935484,4.312903225806451,224.69354838709677
Bangalore,2019,8,August,288.53225806451616,297.7741935483871,94.1741935483871,66.09354838709677,107.1258064516129,24.48709677419355,4.521935483870968,42.903225806451616,82.90967741935484,10.854193548387098,16.69,4.021290322580645,256.1290322580645
Bangalore,2019,9,September,263.62666666666667,242.29,104.03333333333333,72.53,117.98,23.5,4.2589999999999995,50.35333333333333,96.70666666666668,10.621333333333332,16.318666666666665,5.539666666666666,261.7266666666667
Bangalore,2019,10,October,249.11612903225807,313.2838709677419,102.34516129032258,81.54516129032258,136.541935483871,25.003225806451614,5.306129032258065,48.83870967741935,127.35806451612903,9.54225806451613,13.243225806451614,5.098709677419355,257.21612903225804
Bangalore,2019,11,November,242.11333333333332,303.05333333333334,84.11,77.72666666666667,120.02,28.15,5.677333333333333,43.95666666666667,94.06333333333333,10.498666666666667,14.991000000000001,5.043666666666667,267.00333333333333
Bangalore,2019,12,December,182.80645161290323,250.3709677419355,101.38064516129033,57.50645161290323,137.61612903225807,25.558064516129033,5.193870967741935,46.18387096774194,92.61612903225806,11.717096774193548,15.854516129032259,4.999032258064516,262.8838709677419
Bangalore,2020,1,January,244.33225806451614,323.89032258064515,85.50967741935484,87.18387096774192,122.32903225806452,19.629032258064516,4.246774193548387,46.96451612903226,98.10645161290323,9.130645161290323,14.576774193548387,5.242258064516129,251.2935483870968
Bangalore,2020,2,February,250.651724137931,242.33448275862068,102.30689655172414,71.39655172413794,144.2206896551724,22.900000000000002,5.592413793103448,51.51379310344828,99.56206896551724,7.649310344827587,15.046206896551723,5.100689655172413,265.5689655172414
Bangalore,2020,3,March,230.9774193548387,310.45806451612907,84.83548387096775,90.32903225806452,131.14193548387098,26.493548387096773,5.438064516129032,52.91935483870968,90.86451612903227,10.416451612903227,16.43064516129032,5.070322580645161,248.5677419354839
Bangalore,2020,4,April,258.75666666666666,300.05,109.92666666666668,92.44333333333334,114.27333333333333,24.916666666666668,3.988,47.43333333333333,105.36,8.220333333333333,15.230666666666668,4.7283333333333335,269.21666666666664
Bangalore,2020,5,May,259.5483870967742,240.78387096774193,84.83870967741936,73.91935483870968,118.29032258064517,22.138709677419353,4.692903225806451,52.96774193548387,84.67096774193548,10.253548387096775,13.65032258064516,4.891935483870968,243.71290322580646
Bangalore,2020,6,June,263.35333333333335,361.5833333333333,88.3,61.70333333333333,124.99,18.3,4.105,50.36333333333333,96.28999999999999,12.067333333333332,16.288666666666664,5.384333333333333,250.85
Bangalore,2020,7,July,256.78387096774196,245.90322580645162,98.13225806451612,72.35483870967742,133.63548387096773,27.106451612903225,4.159354838709677,47.40645161290323,96.69032258064516,9.73,13.992903225806451,5.151935483870968,231.0483870967742
Bangalore,2020,8,August,230.5451612903226,306.81612903225806,101.00322580645161,61.061290322580646,153.46451612903223,22.274193548387096,5.210967741935484,49.31935483870968,99.6741935483871,10.480322580645161,13.878064516129031,4.3022580645161295,279.8935483870968
Bangalore,2020,9,September,285.24,318.4533333333333,102.78,70.31666666666666,138.19333333333333,23.78666666666667,4.8613333333333335,58.47,89.11666666666666,9.383000000000001,15.605333333333334,4.432,263.91
Bangalore,2020,10,October,265.65161290322584,292.5290322580645,83.14516129032258,79.2258064516129,137.76451612903224,22.809677419354838,4.636451612903225,43.851612903225806,104.34516129032258,11.383870967741935,14.962580645161289,5.340645161290323,258.44193548387096
Bangalore,2020,11,November,221.60333333333335,254.25,98.66666666666667,68.98,122.61,28.029999999999998,5.092,47.8,114.15,10.218666666666667,12.910333333333334,5.5566666666666675,304.1566666666667
Bangalore,2020,12,December,244.10000000000002,297.30645161290323,121.23225806451612,85.48709677419355,115.99677419354839,28.306451612903224,4.669677419354838,49.229032258064514,93.07741935483871,9.31516129032258,15.183870967741935,5.4632258064516135,260.94193548387096
Bangalore,2021,1,January,256.80645161290323,307.8451612903226,109.29354838709678,94.9258064516129,129.78709677419354,25.009677419354837,5.263225806451612,45.02903225806452,101.95483870967742,10.02032258064516,14.256451612903225,5.456451612903226,185.65483870967742
Bangalore,2021,2,February,231.2392857142857,289.48571428571427,110.15357142857144,71.125,125.475,32.042857142857144,5.2749999999999995,51.871428571428574,98.01071428571429,9.130357142857143,12.581785714285715,4.455,260.4642857142857
Bangalore,2021,3,March,273.39032258064515,223.86129032258063,113.59677419354838,80.96451612903226,106.16774193548386,29.416129032258063,4.25258064516129,47.58709677419355,92.83870967741936,10.773225806451613,17.636774193548387,5.113870967741936,281.4806451612903
Bangalore,2021,4,April,259.4,325.3933333333333,88.73666666666666,67.12333333333333,111.62666666666668,21.426666666666666,4.974333333333333,53.193333333333335,117.48333333333333,10.877,16.137999999999998,6.505333333333334,250.84666666666666
Bangalore,2021,5,May,282.23225806451615,314.8032258064516,103.02580645161291,80.05483870967741,112.18387096774192,30.070967741935487,5.481935483870967,49.34516129032258,90.79677419354839,10.95483870967742,13.145806451612902,5.079032258064516,214.49032258064514
Bangalore,2021,6,June,292.49,300.89666666666665,90.22333333333333,61.769999999999996,144.02666666666667,24.05666666666667,5.921666666666667,54.09666666666667,114.62666666666668,8.995666666666667,15.520000000000001,4.674333333333333,239.22333333333333
Bangalore,2021,7,July,222.30967741935484,258.29354838709673,88.57096774193548,77.63225806451612,116.95483870967742,23.370967741935484,5.270967741935484,51.012903225806454,91.3967741935484,9.952258064516128,13.636451612903226,5.169354838709677,282.3741935483871
Bangalore,2021,8,August,202.73225806451612,302.1193548387097,101.21290322580644,80.66451612903225,115.4258064516129,24.416129032258063,5.299677419354839,55.0,96.94193548387096,8.389999999999999,15.13258064516129,4.795483870967741,286.8032258064516
Bangalore,2021,9,September,254.21,283.9266666666666,96.83333333333333,74.02333333333333,125.45,20.683333333333334,4.2683333333333335,49.330000000000005,105.56666666666666,8.81,13.445333333333334,5.792,245.3
Bangalore,2021,10,October,257.69032258064516,323.1225806451613,94.58064516129032,73.80645161290323,109.52580645161291,31.038709677419355,5.604838709677419,47.2,94.01290322580645,10.606451612903227,13.81,4.936129032258065,245.9322580645161
Bangalore,2021,11,November,262.57,301.5933333333333,88.23,76.34333333333333,153.52,23.85666666666667,5.047,46.27333333333333,101.26,9.466666666666667,15.47,4.840999999999999,251.00333333333336
Bangalore,2021,12,December,247.29677419354837,243.0677419354839,128.43870967741935,80.39032258064516,123.26774193548388,26.958064516129035,5.783870967741936,51.92903225806452,99.3225806451613,9.87225806451613,14.734193548387097,5.039677419354838,220.88709677419354
Bangalore,2022,1,January,205.76774193548388,314.46774193548384,105.44193548387096,87.3967741935484,127.31290322580645,26.848387096774193,4.944516129032258,57.49354838709677,102.94193548387096,11.431612903225806,15.288709677419355,4.48483870967742,262.8677419354839
Bangalore,2022,2,February,265.2714285714286,260.2892857142857,99.175,85.43571428571428,122.825,23.285714285714285,5.243214285714286,53.16428571428571,112.625,10.812142857142858,14.4975,5.207142857142856,317.4142857142857
Bangalore,2022,3,March,223.50967741935486,278.658064516129,96.56774193548387,75.96451612903226,122.75806451612904,27.519354838709678,5.002580645161291,52.05483870967742,113.00645161290322,10.395806451612902,15.640645161290323,5.4,301.23870967741937
Bangalore,2022,4,April,255.20666666666665,297.4933333333333,96.76333333333334,84.08999999999999,148.97,27.576666666666664,4.572,51.74333333333333,92.47,9.956,15.106666666666666,5.708333333333333,244.33333333333334
Bangalore,2022,5,May,217.21612903225807,324.341935483871,103.42258064516129,72.36774193548388,114.99032258064516,25.729032258064517,4.693548387096774,38.89032258064516,105.39032258064516,10.62741935483871,14.459032258064516,4.901935483870968,254.8290322580645
Bangalore,2022,6,June,209.45,294.4233333333333,103.09666666666666,74.41666666666667,107.73333333333333,25.153333333333332,4.998,50.79666666666667,102.67333333333333,8.953333333333335,15.728333333333333,5.431333333333333,281.43666666666667
Bangalore,2022,7,July,244.28064516129032,326.15161290322584,89.19032258064516,68.55806451612904,149.61935483870968,22.712903225806453,5.1487096774193555,48.74193548387097,110.7290322580645,9.879032258064516,17.510967741935485,4.31741935483871,226.43548387096774
Bangalore,2022,8,August,292.83870967741933,324.5516129032258,81.5741935483871,79.2290322580645,119.46129032258065,28.019354838709678,5.336129032258064,50.62903225806452,97.63225806451612,10.384516129032258,13.557096774193548,4.3909677419354844,180.49354838709678
Bangalore,2022,9,September,256.8933333333333,313.0733333333334,114.47666666666667,73.77666666666667,125.97666666666667,26.003333333333334,5.152666666666667,50.81666666666667,91.55,10.121,13.450666666666667,5.106333333333334,275.19666666666666
Bangalore,2022,10,October,264.5870967741936,318.72258064516126,114.59354838709677,70.16129032258064,141.55483870967743,23.674193548387095,4.443870967741935,48.645161290322584,97.01935483870967,10.639677419354838,14.92483870967742,4.379354838709677,275.6774193548387
